day,dd,mm,year,collision_date,num_collisions,injured,fatalities,weighted_fatalities_injuries,num_vehicles_involved,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
1,02,05,2016,2016-05-02,589,130,1,14.0,1078,45.5,1016.0,8.0,59.0,44.6,0.0,50.1,5.0,2.2,,0.16,,0.0,0.0,0.0
4,01,01,2015,2015-01-01,395,130,1,14.0,816,8.1,1019.6,9.9,39.0,27.0,0.0,31.4,10.0,5.3,25.1,0.0,,0.0,0.0,0.0
6,06,02,2016,2016-02-06,553,135,1,14.5,1111,16.7,1027.5,9.9,44.1,30.0,0.0,34.6,10.0,5.0,19.0,0.15,1.2,0.0,0.0,0.0
6,03,07,2021,2021-07-03,291,135,1,14.5,510,59.4,1008.7,12.0,79.0,59.0,0.0,63.6,8.1,6.3,22.0,0.88,,0.0,0.0,0.0
2,02,11,2021,2021-11-02,276,135,1,14.5,512,35.0,1022.1,8.9,57.9,48.9,0.0,50.8,10.0,2.1,,0.0,,0.0,0.0,0.0
5,05,02,2016,2016-02-05,607,135,1,14.5,1170,26.2,1019.2,13.0,48.9,30.2,1.0,37.4,6.1,7.4,25.1,0.38,,0.0,0.0,1.0
7,11,11,2018,2018-11-11,500,135,1,14.5,940,20.5,1025.9,,50.0,34.0,0.0,38.8,10.0,,,0.03,,0.0,0.0,0.0
3,14,11,2012,2012-11-14,625,135,1,14.5,1223,29.9,1031.9,22.0,46.9,37.0,0.0,42.8,9.6,7.7,28.9,0.33,,0.0,0.0,0.0
2,10,12,2013,2013-12-10,539,135,1,14.5,1043,30.2,1014.9,8.9,39.0,30.9,1.0,35.7,6.3,5.1,17.1,0.1,,0.0,0.0,1.0
2,02,12,2014,2014-12-02,611,135,1,14.5,1184,26.8,1033.3,13.0,44.1,35.1,0.0,39.4,9.3,8.0,22.0,0.09,,0.0,0.0,0.0
7,30,12,2012,2012-12-30,411,135,1,14.5,795,21.1,1011.1,39.0,44.6,28.9,0.0,32.4,8.8,11.9,49.9,1.9,,0.0,0.0,1.0
1,14,12,2015,2015-12-14,637,140,1,15.0,1240,49.5,1014.4,8.0,66.9,53.1,0.0,56.8,6.3,4.6,15.9,0.0,,0.0,0.0,0.0
4,04,06,2020,2020-06-04,245,140,1,15.0,441,62.1,1009.4,,84.0,60.1,0.0,73.9,10.0,,,0.16,,0.0,0.0,0.0
3,07,03,2018,2018-03-07,517,140,1,15.0,903,31.7,1008.8,17.1,46.9,32.0,1.0,35.6,5.2,8.7,28.9,0.11,,0.0,0.0,1.0
5,30,11,2012,2012-11-30,576,140,1,15.0,1123,25.8,1027.7,18.1,46.0,35.6,0.0,41.3,9.3,4.7,22.9,0.0,,0.0,0.0,0.0
1,09,06,2014,2014-06-09,528,140,1,15.0,1038,59.2,1013.2,6.0,73.9,62.6,1.0,67.4,4.6,3.6,,0.64,,0.0,0.0,0.0
6,10,10,2020,2020-10-10,277,140,1,15.0,523,52.1,1016.6,8.0,71.1,50.0,0.0,64.1,10.0,4.7,18.1,0.0,,0.0,0.0,0.0
5,01,02,2013,2013-02-01,574,140,1,15.0,1129,9.5,1010.9,14.0,34.0,26.1,0.0,29.3,10.0,8.4,28.9,0.01,,0.0,0.0,0.0
3,14,07,2021,2021-07-14,331,140,1,15.0,587,69.2,1021.0,6.0,87.1,69.1,0.0,75.2,6.5,3.2,18.1,0.0,,0.0,0.0,0.0
5,22,01,2016,2016-01-22,702,140,1,15.0,1382,5.1,1023.7,12.0,36.0,21.0,0.0,25.9,10.0,5.3,17.1,0.0,,0.0,0.0,0.0
2,03,02,2015,2015-02-03,740,140,1,15.0,1494,7.6,1019.8,12.0,34.0,12.9,0.0,18.1,8.9,7.2,26.0,0.34,7.1,0.0,0.0,0.0
2,01,01,2019,2019-01-01,430,145,1,15.5,793,43.2,1009.8,,57.9,36.0,0.0,50.5,7.0,,,1.08,,0.0,0.0,0.0
7,09,02,2020,2020-02-09,373,145,1,15.5,703,25.8,1030.5,8.9,44.1,30.0,0.0,36.3,10.0,4.8,,0.0,,0.0,0.0,0.0
2,04,12,2018,2018-12-04,684,145,1,15.5,1286,22.5,1011.6,,55.0,36.0,0.0,40.7,10.0,,,0.0,,0.0,0.0,0.0
3,11,01,2017,2017-01-11,629,145,1,15.5,1163,37.8,1024.9,12.0,52.0,37.9,0.0,45.8,9.5,5.3,20.0,0.26,3.1,0.0,0.0,0.0
7,24,02,2019,2019-02-24,401,145,1,15.5,741,37.5,1009.7,,46.9,32.0,0.0,40.9,5.4,,,0.38,,0.0,0.0,0.0
3,24,08,2016,2016-08-24,635,145,1,15.5,1190,58.6,1024.7,5.1,87.8,68.0,0.0,76.9,9.4,2.1,,0.0,,0.0,0.0,0.0
4,21,01,2016,2016-01-21,666,145,1,15.5,1330,12.5,1019.7,8.9,37.0,26.1,0.0,30.9,10.0,5.0,19.0,0.0,,0.0,0.0,0.0
1,09,05,2022,2022-05-09,295,145,1,15.5,534,22.6,1022.5,15.0,70.0,45.0,0.0,56.6,10.0,9.5,25.1,0.0,,0.0,0.0,0.0
2,14,11,2017,2017-11-14,647,145,1,15.5,1219,32.1,1026.2,7.0,48.0,35.1,0.0,41.3,10.0,3.7,,0.07,,0.0,0.0,0.0
5,03,08,2012,2012-08-03,589,145,1,15.5,1156,70.8,1015.3,13.0,89.1,69.1,1.0,77.9,6.0,4.4,18.1,0.0,,0.0,0.0,0.0
1,18,07,2022,2022-07-18,302,145,1,15.5,525,72.2,1013.3,8.9,82.9,69.1,1.0,77.1,6.4,1.6,21.0,0.84,,0.0,0.0,0.0
2,24,05,2022,2022-05-24,278,145,1,15.5,523,47.9,1024.8,11.1,73.0,60.1,0.0,63.5,10.0,4.6,17.1,0.0,,0.0,0.0,0.0
7,19,07,2020,2020-07-19,313,150,1,16.0,595,68.0,1013.9,7.0,93.9,72.0,0.0,83.8,10.0,3.2,,0.0,,0.0,0.0,0.0
7,17,12,2017,2017-12-17,547,150,1,16.0,1015,22.3,1023.9,6.0,39.0,23.0,0.0,34.7,10.0,2.8,,0.0,2.0,0.0,0.0,0.0
5,11,12,2015,2015-12-11,694,150,1,16.0,1382,43.9,1013.3,8.0,61.0,50.0,0.0,55.2,8.0,3.1,,0.0,,0.0,0.0,0.0
1,12,05,2014,2014-05-12,581,150,1,16.0,1139,49.3,1018.4,6.0,84.9,60.1,0.0,73.8,10.0,1.7,,0.03,,0.0,0.0,0.0
4,10,04,2014,2014-04-10,645,150,1,16.0,1274,19.3,1019.3,14.0,61.0,42.1,0.0,50.5,10.0,5.8,20.0,0.0,,0.0,0.0,0.0
3,09,04,2014,2014-04-09,595,150,1,16.0,1196,28.7,1005.7,13.0,64.0,45.0,0.0,52.2,10.0,6.6,21.0,0.34,,0.0,0.0,0.0
3,08,10,2014,2014-10-08,639,150,1,16.0,1271,53.0,1010.9,8.9,72.0,63.0,0.0,66.7,9.5,5.4,22.9,0.1,,0.0,0.0,0.0
7,02,09,2012,2012-09-02,421,150,1,16.0,827,65.9,1017.7,11.1,80.1,62.1,0.0,75.4,9.8,3.2,,0.0,,0.0,0.0,0.0
2,12,07,2016,2016-07-12,662,150,1,16.0,1234,62.1,1019.2,8.0,82.0,64.9,0.0,74.1,9.7,2.9,,0.0,,0.0,0.0,0.0
1,21,09,2015,2015-09-21,624,150,1,16.0,1241,42.9,1021.6,11.1,79.0,59.0,0.0,65.8,10.0,7.4,19.0,0.0,,0.0,0.0,0.0
1,06,08,2012,2012-08-06,593,150,1,16.0,1186,66.9,1015.7,15.0,86.0,71.1,0.0,77.3,8.9,5.5,22.0,0.49,,0.0,0.0,0.0
4,11,02,2016,2016-02-11,622,150,1,16.0,1203,4.3,1010.9,13.0,39.0,21.9,0.0,26.1,9.5,8.0,28.9,0.0,,0.0,0.0,1.0
2,08,12,2020,2020-12-08,282,150,1,16.0,495,19.8,1007.0,11.1,39.9,30.0,0.0,32.5,10.0,7.3,18.1,0.0,,0.0,0.0,0.0
7,26,11,2017,2017-11-26,485,150,1,16.0,919,29.0,1011.3,15.0,57.0,42.1,0.0,47.1,10.0,5.3,24.1,0.0,,0.0,0.0,0.0
5,04,09,2015,2015-09-04,643,150,1,16.0,1289,65.2,1015.8,12.0,93.0,73.9,0.0,80.6,7.3,5.0,19.0,0.0,,0.0,0.0,0.0
2,12,04,2016,2016-04-12,638,151,1,16.0,1168,40.6,1016.3,8.9,64.9,43.0,0.0,54.0,9.1,5.3,22.0,0.04,,0.0,0.0,0.0
3,10,08,2022,2022-08-10,262,150,1,16.0,475,65.1,1016.0,6.0,97.0,75.0,0.0,80.8,10.0,3.2,,0.03,,0.0,0.0,0.0
7,03,03,2019,2019-03-03,503,150,1,16.0,899,26.3,1018.7,,42.1,30.9,0.0,38.4,8.7,,,0.04,3.9,0.0,0.0,1.0
3,05,11,2014,2014-11-05,554,150,1,16.0,1113,36.4,1018.1,6.0,68.0,53.1,0.0,60.4,10.0,4.3,17.1,0.0,,0.0,0.0,0.0
6,05,04,2014,2014-04-05,580,150,1,16.0,1139,32.8,1009.7,15.0,53.1,39.2,0.0,45.8,8.1,7.9,31.1,0.18,,0.0,0.0,0.0
4,09,07,2015,2015-07-09,567,150,1,16.0,1125,64.2,1014.4,8.9,88.0,68.0,0.0,74.7,7.6,3.6,,0.0,,0.0,0.0,0.0
7,06,09,2015,2015-09-06,504,160,1,17.0,992,55.8,1022.8,4.1,87.1,64.9,0.0,74.1,10.0,1.0,,0.0,,0.0,0.0,0.0
5,08,12,2017,2017-12-08,682,160,1,17.0,1278,18.6,1017.3,7.0,44.1,34.0,0.0,37.1,10.0,3.7,14.0,0.0,,0.0,0.0,0.0
5,04,11,2022,2022-11-04,286,160,1,17.0,500,52.9,1027.5,6.0,70.0,52.0,0.0,59.8,8.5,1.7,,0.0,,0.0,0.0,0.0
4,13,04,2017,2017-04-13,590,160,1,17.0,1103,32.8,1026.1,9.9,75.9,48.0,0.0,57.4,10.0,4.1,17.1,0.02,,0.0,0.0,0.0
3,27,02,2013,2013-02-27,550,160,1,17.0,1062,36.8,1009.0,17.1,46.9,35.6,0.0,40.2,4.2,10.7,32.1,1.26,,0.0,0.0,0.0
7,15,07,2018,2018-07-15,564,160,1,17.0,1072,67.7,1015.8,8.9,88.0,69.1,1.0,75.5,7.8,3.1,19.0,1.0,,0.0,0.0,0.0
7,31,07,2016,2016-07-31,529,160,1,17.0,981,71.3,1015.8,8.9,84.0,73.0,0.0,74.9,5.4,3.3,,0.26,,0.0,0.0,0.0
7,09,08,2015,2015-08-09,489,160,1,17.0,1003,57.0,1015.6,7.0,84.9,68.0,0.0,75.0,10.0,2.9,,0.0,,0.0,0.0,0.0
5,14,04,2017,2017-04-14,515,160,1,17.0,968,26.5,1028.3,7.0,66.0,48.0,0.0,56.4,10.0,3.2,15.9,0.0,,0.0,0.0,0.0
6,19,03,2016,2016-03-19,540,183,1,17.0,990,16.3,1017.6,8.0,57.0,36.0,0.0,42.3,10.0,4.1,15.0,0.0,,0.0,0.0,0.0
6,04,05,2019,2019-05-04,553,160,1,17.0,1036,54.6,1012.6,5.1,71.1,50.0,0.0,58.5,3.9,0.9,,0.16,,0.0,0.0,0.0
4,22,12,2022,2022-12-22,288,160,1,17.0,481,30.6,1028.8,15.9,45.0,27.0,0.0,38.9,9.3,5.6,22.9,0.0,,0.0,0.0,0.0
3,24,04,2013,2013-04-24,598,160,1,17.0,1188,41.1,1016.1,8.0,69.1,44.1,0.0,52.9,9.4,4.5,15.0,0.0,,0.0,0.0,0.0
3,28,02,2018,2018-02-28,654,160,1,17.0,1250,28.3,1018.8,8.9,61.0,39.0,0.0,49.7,10.0,4.7,22.9,0.0,,0.0,0.0,0.0
6,23,12,2017,2017-12-23,565,160,1,17.0,1051,39.2,1015.6,8.0,50.0,35.1,0.0,41.3,4.6,4.7,,0.05,,0.0,0.0,0.0
6,20,06,2015,2015-06-20,505,160,1,17.0,1022,57.4,1017.0,12.0,81.0,64.0,0.0,70.1,8.2,4.9,19.0,0.0,,0.0,0.0,0.0
1,26,08,2013,2013-08-26,521,160,1,17.0,1029,56.8,1020.2,8.0,84.0,64.0,0.0,74.5,10.0,4.9,18.1,0.0,,0.0,0.0,0.0
2,12,10,2021,2021-10-12,321,160,1,17.0,578,58.6,1019.3,6.0,71.1,55.0,0.0,64.9,10.0,2.6,,0.0,,0.0,0.0,0.0
7,04,10,2015,2015-10-04,536,160,1,17.0,1074,42.3,1026.3,14.0,63.0,48.9,0.0,56.5,10.0,9.2,22.9,0.02,,0.0,0.0,0.0
2,16,04,2013,2013-04-16,564,160,1,17.0,1134,43.9,1026.2,9.9,63.0,46.9,0.0,53.9,10.0,5.6,22.9,0.0,,0.0,0.0,0.0
2,17,08,2021,2021-08-17,286,170,1,18.0,524,64.8,1022.4,6.0,82.9,69.1,0.0,75.5,10.0,2.0,,0.0,,0.0,0.0,0.0
6,08,09,2018,2018-09-08,568,180,1,18.0,1085,58.9,1019.7,8.9,75.0,62.1,0.0,68.3,9.8,5.1,15.9,0.0,,0.0,0.0,0.0
2,16,12,2014,2014-12-16,645,170,1,18.0,1233,35.2,1018.3,7.0,48.9,37.0,0.0,43.2,8.3,2.8,,0.0,,0.0,0.0,0.0
2,07,02,2017,2017-02-07,626,170,1,18.0,1177,34.9,1013.6,11.1,48.9,36.0,0.0,39.3,5.5,5.3,18.1,0.06,,0.0,0.0,0.0
4,28,10,2021,2021-10-28,344,170,1,18.0,616,42.0,1012.9,8.0,61.0,48.9,0.0,53.4,10.0,4.3,,0.16,,0.0,0.0,0.0
6,05,11,2016,2016-11-05,626,170,1,18.0,1173,33.6,1022.7,7.0,62.1,44.1,0.0,52.0,10.0,3.1,,0.0,,0.0,0.0,0.0
6,16,09,2017,2017-09-16,623,170,1,18.0,1183,67.6,1019.7,7.0,82.0,66.9,0.0,74.6,6.4,2.3,,0.0,,0.0,0.0,0.0
4,01,10,2015,2015-10-01,683,170,1,18.0,1330,48.7,1017.0,11.1,79.0,55.9,0.0,59.8,9.8,7.6,21.0,0.04,,0.0,0.0,0.0
6,08,10,2022,2022-10-08,305,170,1,18.0,565,38.7,1019.7,8.0,75.9,48.0,0.0,55.3,10.0,4.8,,0.03,,0.0,0.0,0.0
5,22,05,2015,2015-05-22,727,170,1,18.0,1454,41.0,1012.7,12.0,73.9,52.0,0.0,62.1,10.0,4.4,25.1,0.0,,0.0,0.0,0.0
5,02,09,2016,2016-09-02,697,180,1,19.0,1293,56.7,1016.8,8.9,81.0,66.0,0.0,72.6,9.7,4.7,,0.46,,0.0,0.0,0.0
5,08,03,2013,2013-03-08,851,180,1,19.0,1694,30.2,1017.5,13.0,41.0,30.9,1.0,34.0,3.6,6.6,22.9,0.33,,0.0,0.0,1.0
7,11,09,2016,2016-09-11,538,180,1,19.0,1003,62.9,1014.2,9.9,90.0,73.9,0.0,79.4,8.8,5.1,24.1,0.0,,0.0,0.0,0.0
4,09,11,2017,2017-11-09,702,180,1,19.0,1333,37.2,1022.0,5.1,55.0,39.0,0.0,46.6,9.8,2.7,,0.0,,0.0,0.0,0.0
5,09,09,2022,2022-09-09,364,180,1,19.0,648,53.8,1016.8,8.0,80.1,62.1,0.0,70.3,10.0,2.7,,0.0,,0.0,0.0,0.0
1,09,09,2019,2019-09-09,603,180,1,19.0,1126,57.3,1022.6,8.9,78.1,63.0,0.0,70.5,10.0,4.4,,0.0,,0.0,0.0,0.0
7,16,09,2018,2018-09-16,597,180,1,19.0,1104,64.5,1022.4,,82.9,68.0,0.0,73.8,9.9,,,0.0,,0.0,0.0,0.0
7,15,06,2014,2014-06-15,475,180,1,19.0,956,50.3,1017.7,8.0,80.1,59.0,0.0,67.7,10.0,4.0,,0.0,,0.0,0.0,0.0
6,16,05,2015,2015-05-16,650,180,1,19.0,1283,52.4,1021.3,6.0,75.0,57.0,0.0,65.4,8.6,1.8,,0.03,,0.0,0.0,0.0
5,05,11,2021,2021-11-05,386,190,1,20.0,670,28.5,1026.6,7.0,51.1,39.0,0.0,44.8,10.0,3.4,,0.0,,0.0,0.0,0.0
5,03,05,2019,2019-05-03,651,190,1,20.0,1219,48.6,1020.0,7.0,55.9,50.0,0.0,52.9,7.0,2.9,,0.01,,0.0,0.0,0.0
5,10,05,2013,2013-05-10,698,190,1,20.0,1416,54.0,1014.3,7.0,79.0,59.0,0.0,66.9,9.2,3.0,15.9,0.48,,0.0,0.0,0.0
4,08,06,2017,2017-06-08,660,190,1,20.0,1229,49.5,1015.4,6.0,69.1,51.1,0.0,62.0,10.0,2.5,,0.0,,0.0,0.0,0.0
5,27,07,2018,2018-07-27,753,190,1,20.0,1416,69.9,1014.5,6.0,86.0,70.0,0.0,78.9,8.2,2.9,,0.03,,0.0,0.0,0.0
4,05,07,2018,2018-07-05,720,190,1,20.0,1351,72.2,1024.6,6.0,90.0,75.9,0.0,81.0,8.9,2.5,,0.0,,0.0,0.0,0.0
5,01,09,2017,2017-09-01,681,190,1,20.0,1294,41.7,1018.3,8.0,81.0,55.0,0.0,64.3,10.0,3.9,,0.0,,0.0,0.0,0.0
1,28,10,2019,2019-10-28,607,190,1,20.0,1122,50.1,1018.6,7.0,66.9,55.0,0.0,58.9,10.0,2.9,,1.34,,0.0,0.0,0.0
1,05,12,2016,2016-12-05,791,190,1,20.0,1449,31.6,1017.4,8.9,48.9,37.9,0.0,42.8,8.6,5.2,15.9,0.17,,0.0,0.0,0.0
7,02,06,2019,2019-06-02,515,190,1,20.0,983,60.1,1006.6,6.0,81.0,63.0,0.0,71.2,7.7,2.2,17.1,0.0,,0.0,0.0,0.0
3,16,06,2021,2021-06-16,370,190,1,20.0,661,47.7,1009.9,8.0,80.1,62.1,0.0,69.5,,3.8,17.1,0.0,,0.0,0.0,0.0
3,02,10,2013,2013-10-02,647,190,1,20.0,1269,55.9,1014.2,7.0,82.9,59.0,0.0,72.7,10.0,3.6,,0.0,,0.0,0.0,0.0
2,16,08,2016,2016-08-16,644,200,1,21.0,1194,72.4,1020.7,8.0,91.9,77.0,0.0,82.5,8.1,2.6,,0.0,,0.0,0.0,0.0
7,08,05,2016,2016-05-08,591,200,1,21.0,1104,42.3,1006.2,14.0,66.0,48.9,0.0,55.6,8.1,3.7,27.0,0.11,,0.0,0.0,0.0
1,11,07,2016,2016-07-11,618,200,1,21.0,1152,58.1,1017.2,7.0,81.0,64.9,0.0,72.8,10.0,3.3,,0.0,,0.0,0.0,0.0
4,03,05,2018,2018-05-03,790,200,1,21.0,1489,48.8,1014.7,12.0,91.9,64.9,0.0,80.9,9.8,5.8,21.0,0.0,,0.0,0.0,0.0
5,21,09,2018,2018-09-21,715,200,1,21.0,1352,61.5,1022.0,4.1,72.0,64.9,0.0,68.7,10.0,1.7,,0.0,,0.0,0.0,0.0
5,13,07,2018,2018-07-13,726,200,1,21.0,1349,58.8,1023.1,4.1,84.0,64.0,0.0,75.5,10.0,1.5,,0.0,,0.0,0.0,0.0
1,26,03,2018,2018-03-26,710,200,1,21.0,1329,20.3,1037.5,8.9,50.0,33.1,0.0,40.6,10.0,5.5,22.9,0.0,,0.0,0.0,0.0
3,13,07,2022,2022-07-13,307,200,1,21.0,557,62.2,1010.1,5.1,91.0,70.0,0.0,82.5,10.0,2.9,15.0,0.0,,0.0,0.0,0.0
6,25,06,2016,2016-06-25,688,200,1,21.0,1296,56.1,1021.1,7.0,86.0,64.0,0.0,73.1,9.2,3.7,,0.0,,0.0,0.0,0.0
2,03,07,2012,2012-07-03,664,210,1,22.0,1316,56.7,1012.8,12.0,88.0,63.0,0.0,79.8,10.0,2.9,,0.0,,0.0,0.0,0.0
4,21,07,2016,2016-07-21,731,220,1,23.0,1344,61.0,1020.3,8.0,90.0,68.0,0.0,78.3,8.8,3.6,,0.0,,0.0,0.0,0.0
1,06,06,2016,2016-06-06,758,220,1,23.0,1436,60.1,1004.3,8.9,82.9,64.9,0.0,72.6,7.5,4.5,15.0,0.91,,0.0,0.0,0.0
5,12,08,2016,2016-08-12,729,220,1,23.0,1368,73.5,1012.9,8.0,93.0,73.0,0.0,82.4,7.6,4.0,17.1,0.47,,0.0,0.0,0.0
5,03,10,2014,2014-10-03,719,230,1,24.0,1426,50.7,1018.1,7.0,71.1,55.9,0.0,62.9,10.0,3.6,14.0,0.0,,0.0,0.0,0.0
1,01,07,2019,2019-07-01,693,230,1,24.0,1327,55.2,1012.5,8.9,84.9,64.9,0.0,74.3,10.0,4.0,,0.06,,0.0,0.0,0.0
5,13,12,2019,2019-12-13,760,260,1,27.0,1351,30.9,1031.0,8.9,46.0,26.1,0.0,39.1,8.4,4.0,,0.0,,0.0,0.0,0.0
4,27,10,2022,2022-10-27,315,155,1,16.5,541,45.0,1016.2,11.1,72.0,55.9,0.0,60.8,10.0,4.8,19.0,0.0,,0.0,0.0,0.0
7,07,07,2019,2019-07-07,441,155,1,16.5,834,67.3,1011.8,8.9,90.0,75.0,0.0,78.5,10.0,3.9,17.1,0.0,,0.0,0.0,0.0
7,24,03,2019,2019-03-24,466,155,1,16.5,877,11.8,1020.1,7.0,60.1,35.1,0.0,47.3,10.0,4.5,15.9,0.0,,0.0,0.0,0.0
7,02,08,2015,2015-08-02,550,155,1,16.5,1102,55.9,1011.8,5.1,89.1,71.1,0.0,79.9,10.0,2.0,,0.0,,0.0,0.0,0.0
1,31,05,2021,2021-05-31,275,155,1,16.5,478,47.2,1022.0,8.9,70.0,46.9,0.0,55.1,8.7,4.7,15.0,0.78,,0.0,0.0,0.0
4,31,10,2013,2013-10-31,615,155,1,16.5,1216,52.7,1019.9,6.0,64.9,46.9,0.0,59.7,6.2,2.3,,0.0,,0.0,0.0,0.0
5,08,11,2013,2013-11-08,682,155,1,16.5,1351,26.7,1016.2,9.9,48.0,39.9,0.0,45.0,10.0,7.3,21.0,0.13,,0.0,0.0,0.0
2,11,07,2017,2017-07-11,638,155,1,16.5,1202,67.9,1013.9,6.0,84.9,68.0,0.0,78.8,9.6,2.9,,0.0,,0.0,0.0,0.0
7,19,07,2015,2015-07-19,545,155,1,16.5,1111,70.2,1010.2,6.0,93.0,71.1,0.0,84.9,9.7,2.8,,0.32,,0.0,0.0,0.0
7,04,08,2013,2013-08-04,454,155,1,16.5,898,56.0,1011.8,8.0,80.1,66.0,0.0,73.2,10.0,3.9,19.0,0.05,,0.0,0.0,0.0
6,02,11,2019,2019-11-02,506,155,1,16.5,952,30.4,1022.2,7.0,53.1,39.9,0.0,46.0,10.0,3.6,,0.11,,0.0,0.0,0.0
7,09,08,2020,2020-08-09,283,155,1,16.5,528,68.9,1019.4,8.0,87.1,68.0,0.0,77.5,9.6,2.3,,0.0,,0.0,0.0,0.0
5,19,11,2021,2021-11-19,349,155,1,16.5,612,30.8,1021.3,14.0,69.1,39.9,0.0,46.7,9.4,7.7,21.0,0.1,,0.0,0.0,0.0
1,09,03,2015,2015-03-09,661,155,1,16.5,1309,23.0,1020.7,7.0,54.0,37.0,0.0,46.6,9.8,4.2,15.0,0.01,16.1,0.0,0.0,0.0
4,12,07,2012,2012-07-12,577,155,1,16.5,1147,60.2,1021.7,7.0,88.0,57.0,0.0,77.4,10.0,2.3,,0.0,,0.0,0.0,0.0
2,22,03,2016,2016-03-22,628,179,1,16.5,1139,17.8,1018.6,15.9,55.0,35.1,0.0,43.2,10.0,6.6,28.9,0.06,,0.0,0.0,0.0
5,22,11,2019,2019-11-22,633,155,1,16.5,1179,34.8,1011.3,11.1,53.1,39.0,0.0,49.2,9.5,5.9,22.0,0.0,,0.0,0.0,0.0
4,04,04,2013,2013-04-04,566,155,1,16.5,1127,16.4,1025.2,12.0,53.1,33.1,0.0,39.9,10.0,6.1,25.1,0.0,,0.0,0.0,0.0
1,16,11,2015,2015-11-16,618,155,1,16.5,1227,33.2,1022.2,7.0,66.9,51.1,0.0,58.1,10.0,2.9,,0.0,,0.0,0.0,0.0
3,09,09,2015,2015-09-09,740,155,1,16.5,1509,68.8,1012.8,8.9,97.0,75.9,0.0,82.0,10.0,4.0,22.0,0.0,,0.0,0.0,0.0
1,15,01,2018,2018-01-15,523,155,1,16.5,949,7.9,1037.0,9.9,30.0,15.1,0.0,21.4,9.7,7.4,18.1,0.0,,0.0,0.0,1.0
3,03,11,2021,2021-11-03,321,155,1,16.5,574,31.9,1023.4,8.9,53.1,41.0,0.0,45.8,10.0,3.5,15.0,0.0,,0.0,0.0,0.0
6,01,09,2018,2018-09-01,529,156,1,16.5,980,61.7,1026.0,5.1,78.1,69.1,0.0,72.6,10.0,2.4,,0.03,,0.0,0.0,0.0
1,23,12,2013,2013-12-23,707,155,1,16.5,1381,54.0,1015.0,14.0,71.1,52.0,0.0,59.8,7.5,3.7,25.1,0.07,,0.0,0.0,0.0
3,30,10,2013,2013-10-30,558,155,1,16.5,1118,39.0,1025.5,4.1,60.1,44.1,0.0,52.8,9.6,1.8,,0.0,,0.0,0.0,0.0
3,05,09,2012,2012-09-05,601,155,1,16.5,1213,71.5,1009.7,16.9,80.1,71.1,0.0,75.2,6.7,5.4,22.9,0.13,,0.0,0.0,0.0
2,01,10,2013,2013-10-01,616,155,1,16.5,1216,52.1,1014.9,7.0,82.0,55.9,0.0,68.2,10.0,2.3,,0.0,,0.0,0.0,0.0
2,30,08,2022,2022-08-30,283,165,1,17.5,510,69.5,1012.8,9.9,89.1,73.9,0.0,79.6,10.0,3.6,15.0,0.0,,0.0,0.0,0.0
5,18,09,2015,2015-09-18,760,165,1,17.5,1517,54.7,1016.9,7.0,89.1,68.0,0.0,76.3,9.8,2.4,,0.0,,0.0,0.0,0.0
2,19,01,2016,2016-01-19,662,165,1,17.5,1295,1.5,1015.7,17.1,30.9,16.0,0.0,21.1,10.0,10.4,28.0,0.0,,0.0,0.0,0.0
6,28,08,2021,2021-08-28,303,165,1,17.5,553,66.2,1022.6,14.0,93.0,68.0,0.0,74.9,9.9,5.3,22.9,0.67,,0.0,0.0,0.0
5,10,08,2012,2012-08-10,617,165,1,17.5,1234,71.3,1011.6,20.0,79.0,66.2,1.0,75.3,7.6,5.4,23.9,0.0,,0.0,0.0,0.0
6,03,12,2016,2016-12-03,592,166,1,17.5,1113,26.5,1015.4,12.0,46.9,41.0,0.0,44.3,10.0,7.6,22.9,0.0,,0.0,0.0,0.0
5,28,06,2013,2013-06-28,608,165,1,17.5,1212,69.4,999.5,8.0,84.9,73.0,0.0,77.1,8.1,4.6,17.1,0.24,,0.0,0.0,0.0
1,17,07,2017,2017-07-17,639,165,1,17.5,1201,66.8,1016.6,8.0,87.1,68.0,0.0,78.2,10.0,2.1,15.0,0.0,,0.0,0.0,0.0
1,25,11,2013,2013-11-25,710,165,1,17.5,1400,6.8,1029.4,9.9,35.1,23.0,0.0,27.5,10.0,5.6,21.0,0.0,,0.0,0.0,0.0
1,30,05,2022,2022-05-30,255,165,1,17.5,462,58.6,1018.7,7.0,84.0,59.0,0.0,73.0,10.0,2.4,,0.0,,0.0,0.0,0.0
3,21,11,2018,2018-11-21,732,165,1,17.5,1387,25.0,1017.0,,44.1,35.1,0.0,40.1,9.7,,,0.0,,0.0,0.0,1.0
6,07,08,2021,2021-08-07,334,165,1,17.5,628,62.8,1018.3,8.0,88.0,70.0,0.0,78.6,10.0,3.9,,0.0,,0.0,0.0,0.0
1,16,10,2017,2017-10-16,641,165,1,17.5,1183,48.7,1014.3,11.1,73.9,53.1,0.0,61.0,9.4,5.3,17.1,0.01,,0.0,0.0,0.0
2,24,04,2018,2018-04-24,671,165,1,17.5,1279,38.4,1028.2,8.9,68.0,46.0,0.0,55.6,9.9,3.6,18.1,0.0,,0.0,0.0,0.0
6,30,06,2018,2018-06-30,651,165,1,17.5,1243,59.4,1016.6,5.1,93.0,70.0,0.0,83.1,10.0,1.4,,0.0,,0.0,0.0,0.0
