day,dd,mm,year,collision_date,num_collisions,injured,fatalities,weighted_fatalities_injuries,num_vehicles_involved,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
3,17,03,2021,2021-03-17,243,100,0,10.0,445,30.5,1021.7,8.0,46.9,28.9,0.0,39.5,9.9,3.0,,0.0,,0.0,0.0,0.0
3,27,05,2020,2020-05-27,239,100,0,10.0,447,59.5,1023.0,,79.0,57.9,0.0,66.7,9.2,,,0.0,,0.0,0.0,0.0
4,26,12,2013,2013-12-26,428,100,0,10.0,845,18.7,1026.3,8.0,35.1,28.0,0.0,31.9,10.0,4.5,15.9,0.0,,0.0,0.0,0.0
4,09,01,2014,2014-01-09,561,100,0,10.0,1091,5.4,1035.2,8.0,32.0,9.0,0.0,25.3,10.0,2.8,,0.0,,0.0,0.0,0.0
1,18,04,2022,2022-04-18,239,100,0,10.0,426,23.1,1026.0,8.9,54.0,39.0,0.0,45.4,10.0,3.6,17.1,0.0,,0.0,0.0,0.0
1,27,01,2020,2020-01-27,452,100,0,10.0,828,27.3,1006.2,,46.0,37.0,0.0,40.4,10.0,,,0.0,,0.0,0.0,0.0
6,20,02,2021,2021-02-20,257,100,0,10.0,485,20.4,1018.3,13.0,34.0,27.0,0.0,31.4,9.3,5.5,20.0,0.11,5.1,0.0,0.0,1.0
2,12,01,2021,2021-01-12,279,100,0,10.0,500,23.0,1019.9,6.0,44.1,28.0,0.0,37.3,9.4,3.4,,0.0,,0.0,0.0,0.0
5,12,02,2021,2021-02-12,290,105,0,10.5,523,4.7,1026.6,9.9,30.0,19.9,0.0,25.8,10.0,4.6,15.9,0.1,9.1,0.0,0.0,0.0
5,15,01,2021,2021-01-15,272,105,0,10.5,465,34.4,1013.3,12.0,48.9,37.9,0.0,41.2,7.0,5.7,17.1,0.0,,0.0,0.0,0.0
3,27,01,2016,2016-01-27,670,105,0,10.5,1322,24.7,1015.7,9.9,48.0,37.9,0.0,43.9,9.9,6.2,22.0,0.0,16.9,0.0,0.0,0.0
1,19,02,2018,2018-02-19,435,105,0,10.5,790,31.4,1031.8,7.0,48.9,33.1,0.0,42.5,9.8,3.8,14.0,0.01,3.1,0.0,0.0,0.0
7,03,02,2013,2013-02-03,445,105,0,10.5,908,18.0,1013.2,7.0,30.0,24.1,0.0,26.5,7.6,2.6,,0.03,,0.0,0.0,1.0
2,07,04,2015,2015-04-07,452,105,0,10.5,903,41.0,1021.8,12.0,63.0,42.1,0.0,54.9,9.4,5.7,18.1,0.0,,0.0,0.0,0.0
4,12,02,2015,2015-02-12,526,110,0,11.0,1044,19.4,1009.9,8.9,39.9,21.9,0.0,32.3,8.9,4.6,21.0,0.0,7.9,0.0,0.0,1.0
4,19,03,2015,2015-03-19,582,110,0,11.0,1149,5.1,1024.5,8.9,43.0,28.9,0.0,34.0,10.0,5.5,18.1,0.0,,0.0,0.0,0.0
7,23,12,2012,2012-12-23,408,110,0,11.0,831,20.5,1011.5,21.0,42.1,33.1,0.0,37.8,10.0,7.6,32.1,0.01,,0.0,0.0,0.0
1,06,04,2015,2015-04-06,510,110,0,11.0,1019,34.8,1024.1,7.0,62.1,42.1,0.0,50.8,10.0,3.5,,0.0,,0.0,0.0,0.0
6,13,02,2016,2016-02-13,480,110,0,11.0,965,-0.7,1015.8,18.1,27.0,9.0,0.0,19.3,10.0,9.4,31.1,0.0,,0.0,0.0,0.0
6,12,03,2022,2022-03-12,253,110,0,11.0,435,34.4,1002.0,18.1,55.0,24.1,0.0,39.8,7.0,7.1,32.1,0.01,,0.0,0.0,1.0
3,22,02,2017,2017-02-22,477,110,0,11.0,892,35.4,1017.0,7.0,57.0,34.0,0.0,47.2,9.8,3.5,19.0,0.0,,0.0,0.0,0.0
6,22,01,2022,2022-01-22,267,110,0,11.0,478,3.4,1029.3,11.1,28.9,12.9,0.0,20.5,10.0,5.2,17.1,0.0,,0.0,0.0,0.0
4,28,11,2019,2019-11-28,374,110,0,11.0,682,32.0,1007.7,17.1,59.0,41.0,0.0,49.2,10.0,10.7,31.1,0.04,,0.0,0.0,0.0
6,16,05,2020,2020-05-16,217,110,0,11.0,385,53.4,1014.9,8.9,84.0,60.1,0.0,70.5,9.7,3.6,18.1,0.05,,0.0,0.0,0.0
3,19,02,2014,2014-02-19,552,110,0,11.0,1082,28.2,1014.5,8.9,45.0,26.1,0.0,38.4,6.8,3.9,17.1,0.09,18.1,0.0,0.0,0.0
3,10,02,2021,2021-02-10,279,110,0,11.0,488,16.3,1025.2,7.0,35.1,26.1,0.0,29.4,9.5,3.9,,0.0,9.1,0.0,0.0,0.0
4,13,03,2014,2014-03-13,545,110,0,11.0,1075,11.7,1000.8,17.1,55.9,18.0,0.0,28.7,9.1,11.0,31.1,0.35,,0.0,0.0,0.0
2,11,01,2022,2022-01-11,257,110,0,11.0,464,0.1,1028.9,12.0,39.9,15.1,0.0,19.6,9.7,7.2,22.0,0.0,,0.0,0.0,1.0
6,23,01,2021,2021-01-23,251,115,0,11.5,446,9.1,1015.3,15.0,45.0,28.0,0.0,31.6,10.0,9.2,28.9,0.0,,0.0,0.0,0.0
7,01,12,2013,2013-12-01,420,115,0,11.5,831,28.2,1023.8,6.0,48.9,25.0,0.0,41.3,10.0,2.1,,0.0,,0.0,0.0,0.0
7,08,03,2015,2015-03-08,464,115,0,11.5,952,21.3,1017.6,11.1,48.9,37.0,0.0,41.4,9.8,4.0,19.0,0.0,18.1,0.0,0.0,0.0
4,02,10,2014,2014-10-02,558,115,0,11.5,1116,54.1,1019.6,8.9,70.0,61.0,0.0,63.5,9.8,4.8,15.9,0.02,,0.0,0.0,0.0
5,19,03,2021,2021-03-19,309,115,0,11.5,528,15.4,1018.6,19.0,46.9,30.9,0.0,38.5,9.3,11.3,28.9,0.67,,0.0,0.0,1.0
6,09,01,2021,2021-01-09,244,115,0,11.5,435,14.9,1011.6,13.0,37.0,24.1,0.0,30.7,10.0,6.0,24.1,0.0,,0.0,0.0,0.0
4,07,03,2019,2019-03-07,556,115,0,11.5,1041,5.3,1024.9,,32.0,18.0,0.0,24.1,10.0,,,0.0,1.2,0.0,0.0,0.0
5,14,02,2014,2014-02-14,792,115,0,11.5,1561,26.4,993.7,18.1,39.9,24.1,1.0,35.5,6.3,9.3,26.0,1.83,11.8,0.0,0.0,1.0
7,17,01,2016,2016-01-17,451,115,0,11.5,893,23.1,1009.2,9.9,52.0,30.0,1.0,37.3,8.6,5.8,15.9,0.03,,0.0,0.0,1.0
5,12,06,2015,2015-06-12,451,115,0,11.5,902,63.9,1013.1,8.0,89.1,72.0,0.0,81.6,8.0,3.3,,0.0,,0.0,0.0,0.0
1,18,05,2015,2015-05-18,566,115,0,11.5,1141,58.5,1020.4,9.9,82.9,60.1,0.0,67.2,7.2,3.9,15.9,0.02,,0.0,0.0,0.0
3,26,01,2022,2022-01-26,266,115,0,11.5,445,4.1,1025.0,11.1,42.1,19.9,0.0,25.6,10.0,5.8,20.0,0.0,,0.0,0.0,0.0
1,10,01,2022,2022-01-10,265,115,0,11.5,451,17.6,1018.4,17.1,39.9,27.0,0.0,32.7,9.3,7.7,27.0,0.1,3.1,0.0,0.0,0.0
2,14,04,2015,2015-04-14,542,115,0,11.5,1078,41.5,1020.4,7.0,68.0,50.0,0.0,60.7,10.0,3.7,17.1,0.0,,0.0,0.0,0.0
1,07,03,2016,2016-03-07,571,117,0,11.5,1135,27.0,1022.2,13.0,60.1,32.0,0.0,45.2,9.0,6.1,26.0,0.0,,0.0,0.0,0.0
3,09,01,2013,2013-01-09,487,120,0,12.0,955,30.8,1026.3,9.9,48.9,39.0,0.0,43.8,7.8,3.7,15.9,0.0,,0.0,0.0,0.0
4,05,04,2018,2018-04-05,531,120,0,12.0,993,13.9,1015.1,15.0,55.9,34.0,0.0,40.2,10.0,9.3,28.9,0.04,,0.0,0.0,0.0
2,22,09,2020,2020-09-22,307,120,0,12.0,551,36.3,1021.4,6.0,71.1,48.0,0.0,59.4,10.0,3.1,15.9,0.0,,0.0,0.0,0.0
7,26,03,2017,2017-03-26,456,120,0,12.0,833,34.5,1029.8,13.0,45.0,37.0,0.0,40.3,9.4,7.8,20.0,0.15,,0.0,0.0,0.0
7,29,11,2015,2015-11-29,453,120,0,12.0,927,31.4,,,46.4,37.4,0.0,41.5,,,,0.02,,0.0,0.0,0.0
4,04,10,2012,2012-10-04,554,120,0,12.0,1095,66.2,1019.0,13.0,73.4,62.6,1.0,68.6,2.9,2.2,,0.01,,0.0,0.0,0.0
3,22,01,2020,2020-01-22,489,120,0,12.0,915,12.7,1030.7,,37.9,19.9,0.0,30.0,10.0,,,0.0,,0.0,0.0,0.0
3,05,12,2012,2012-12-05,514,120,0,12.0,1002,41.5,1016.3,19.0,57.9,39.9,0.0,52.6,9.1,6.3,28.0,0.01,,0.0,0.0,0.0
5,21,02,2014,2014-02-21,545,120,0,12.0,1055,36.3,1011.7,14.0,48.2,35.6,1.0,39.4,2.9,6.3,28.0,0.03,15.0,0.0,0.0,0.0
7,05,02,2017,2017-02-05,429,120,0,12.0,808,13.9,1018.2,8.9,42.1,21.9,0.0,35.2,10.0,6.3,24.1,0.0,,0.0,0.0,0.0
7,09,10,2016,2016-10-09,480,120,0,12.0,866,52.8,1015.6,12.0,68.0,51.1,0.0,58.0,6.1,5.2,21.0,0.44,,0.0,0.0,0.0
1,24,08,2015,2015-08-24,575,120,0,12.0,1160,64.3,1012.3,6.0,87.1,70.0,0.0,78.2,9.9,2.1,,0.0,,0.0,0.0,0.0
2,11,03,2014,2014-03-11,510,120,0,12.0,998,30.9,1002.9,8.0,64.9,36.0,0.0,53.6,9.9,4.6,15.9,0.0,1.2,0.0,0.0,0.0
5,27,01,2017,2017-01-27,583,122,0,12.0,1106,24.6,1002.1,12.0,44.1,39.9,0.0,41.8,10.0,7.8,27.0,0.02,,0.0,0.0,0.0
2,21,02,2017,2017-02-21,483,120,0,12.0,895,18.8,1026.7,9.9,55.0,34.0,0.0,40.8,10.0,5.5,17.1,0.0,,0.0,0.0,0.0
4,23,04,2015,2015-04-23,612,120,0,12.0,1254,26.5,1006.3,14.0,54.0,42.1,0.0,46.8,10.0,8.1,27.0,0.05,,0.0,0.0,0.0
6,02,01,2016,2016-01-02,422,120,0,12.0,838,17.7,1016.9,12.0,42.1,32.0,0.0,35.8,10.0,6.0,18.1,0.0,,0.0,0.0,0.0
4,19,11,2020,2020-11-19,279,120,0,12.0,484,18.5,1034.4,8.0,48.0,30.0,0.0,37.1,10.0,3.8,15.9,0.0,,0.0,0.0,0.0
7,28,11,2021,2021-11-28,271,120,0,12.0,471,25.4,1012.1,6.0,41.0,33.1,0.0,36.2,9.0,2.2,,0.0,,0.0,0.0,1.0
7,28,06,2020,2020-06-28,240,120,0,12.0,447,67.8,1006.5,6.0,90.0,70.0,0.0,79.5,9.5,2.1,19.0,0.09,,0.0,0.0,0.0
7,07,08,2022,2022-08-07,267,120,0,12.0,485,71.4,1020.8,9.9,91.9,75.9,1.0,83.8,10.0,4.3,20.0,0.0,,0.0,0.0,0.0
7,30,03,2014,2014-03-30,437,125,0,12.5,851,41.9,1001.0,20.0,59.0,42.1,0.0,45.3,5.6,9.6,29.9,2.01,,0.0,0.0,0.0
4,03,01,2013,2013-01-03,549,125,0,12.5,1076,14.1,1020.6,8.0,32.0,24.1,0.0,28.4,10.0,3.7,15.0,0.0,,0.0,0.0,0.0
3,11,08,2021,2021-08-11,316,125,0,12.5,588,72.3,1016.4,7.0,89.1,71.1,0.0,79.2,8.3,2.5,,0.83,,0.0,0.0,0.0
6,06,06,2020,2020-06-06,262,125,0,12.5,494,66.3,1008.2,,86.0,69.1,0.0,76.3,7.8,,,0.26,,0.0,0.0,0.0
1,03,09,2012,2012-09-03,373,125,0,12.5,749,65.1,1019.8,14.0,79.0,55.4,0.0,73.8,10.0,4.5,,0.0,,0.0,0.0,0.0
7,22,03,2015,2015-03-22,432,125,0,12.5,881,16.9,1015.9,12.0,46.9,28.9,0.0,39.1,9.7,7.2,22.0,0.0,5.1,0.0,0.0,0.0
1,16,01,2017,2017-01-16,477,125,0,12.5,890,20.0,1029.7,7.0,43.0,30.0,0.0,35.0,10.0,3.1,,0.0,1.2,0.0,0.0,0.0
7,17,02,2013,2013-02-17,447,125,0,12.5,874,6.6,1006.6,17.1,35.1,24.1,0.0,29.0,10.0,9.6,35.0,0.0,,0.0,0.0,0.0
2,28,01,2014,2014-01-28,504,125,0,12.5,990,-7.2,1023.8,12.0,26.1,12.9,0.0,17.8,10.0,6.5,22.0,0.0,3.1,0.0,0.0,0.0
3,09,03,2022,2022-03-09,286,125,0,12.5,486,25.6,1019.9,9.9,50.0,33.1,1.0,37.7,6.6,4.8,14.0,0.01,,0.0,0.0,1.0
4,29,11,2012,2012-11-29,515,125,0,12.5,1009,21.9,1025.9,15.9,43.0,32.0,0.0,37.5,9.7,5.8,22.9,0.01,,0.0,0.0,0.0
1,01,01,2018,2018-01-01,453,125,0,12.5,836,-4.6,1027.4,11.1,21.0,7.0,0.0,11.7,10.0,7.3,19.0,0.0,,0.0,0.0,0.0
7,19,02,2017,2017-02-19,438,125,0,12.5,827,32.1,1007.5,12.0,64.9,54.0,0.0,59.9,10.0,5.9,20.0,0.0,,0.0,0.0,0.0
5,10,02,2017,2017-02-10,708,131,0,13.0,1302,6.2,1020.6,15.0,44.1,19.0,0.0,24.2,10.0,8.2,27.0,0.82,2.0,0.0,0.0,0.0
6,03,12,2022,2022-12-03,279,130,0,13.0,483,44.2,1023.2,11.1,57.9,32.0,0.0,52.1,8.2,4.7,22.0,0.0,,0.0,0.0,0.0
4,26,10,2017,2017-10-26,658,131,0,13.0,1233,40.0,1005.3,8.0,66.9,53.1,0.0,56.2,10.0,4.9,14.0,0.0,,0.0,0.0,0.0
2,29,12,2015,2015-12-29,533,130,0,13.0,1021,34.5,1021.8,12.0,46.0,33.8,0.0,39.3,5.8,6.8,21.0,0.33,,0.0,0.0,0.0
2,11,02,2020,2020-02-11,458,130,0,13.0,843,42.9,1013.4,8.9,48.0,42.1,0.0,44.9,4.8,2.7,15.0,0.37,,0.0,0.0,0.0
1,03,10,2022,2022-10-03,324,130,0,13.0,550,37.7,1022.6,17.1,60.1,48.0,0.0,50.8,9.4,10.2,26.0,0.01,,0.0,0.0,0.0
1,12,07,2021,2021-07-12,303,130,0,13.0,540,72.1,1018.7,11.1,86.0,70.0,1.0,77.3,6.3,3.0,17.1,1.43,,0.0,0.0,0.0
3,20,02,2019,2019-02-20,615,130,0,13.0,1121,13.2,1035.4,,36.0,23.0,1.0,28.7,7.1,,,0.0,,0.0,0.0,1.0
1,05,11,2012,2012-11-05,479,130,0,13.0,938,27.3,1016.3,19.0,48.2,37.9,0.0,42.3,10.0,5.5,23.9,0.0,,0.0,0.0,0.0
6,11,04,2015,2015-04-11,576,130,0,13.0,1177,34.6,1013.2,11.1,57.0,39.0,0.0,54.1,9.5,7.9,25.1,0.0,,0.0,0.0,0.0
3,26,03,2014,2014-03-26,563,130,0,13.0,1090,9.4,1011.4,18.1,39.0,26.1,0.0,33.1,10.0,10.4,28.9,0.0,,0.0,0.0,0.0
5,27,11,2020,2020-11-27,279,130,0,13.0,499,44.5,1016.9,7.0,64.9,51.1,0.0,56.7,10.0,2.3,,0.08,,0.0,0.0,0.0
1,21,07,2014,2014-07-21,557,130,0,13.0,1094,60.3,1021.3,4.1,84.9,64.0,0.0,73.9,9.8,1.6,,0.0,,0.0,0.0,0.0
3,27,02,2019,2019-02-27,529,130,0,13.0,998,7.1,1028.3,,36.0,23.0,0.0,26.3,10.0,,,0.0,,0.0,0.0,1.0
2,04,02,2014,2014-02-04,613,130,0,13.0,1197,20.9,1028.4,6.0,42.8,21.9,0.0,28.3,3.8,2.1,,0.84,1.2,0.0,0.0,0.0
5,20,01,2017,2017-01-20,605,130,0,13.0,1114,33.0,1016.1,8.9,48.9,39.0,0.0,41.9,9.3,4.0,,0.0,,0.0,0.0,0.0
6,24,03,2018,2018-03-24,550,135,0,13.5,1033,18.7,1018.2,8.0,51.1,35.1,0.0,42.0,10.0,5.2,,0.0,1.2,0.0,0.0,0.0
7,25,10,2020,2020-10-25,281,135,0,13.5,533,35.0,1022.0,8.9,69.1,45.0,0.0,49.5,10.0,5.6,15.0,0.0,,0.0,0.0,0.0
5,04,03,2016,2016-03-04,685,135,0,13.5,1368,21.2,1019.5,11.1,39.0,26.1,0.0,33.4,6.5,6.2,19.0,0.07,,0.0,0.0,1.0
6,14,06,2014,2014-06-14,613,135,0,13.5,1202,59.3,1011.6,11.1,72.0,64.0,0.0,69.0,7.4,3.7,19.0,1.14,,0.0,0.0,0.0
2,09,09,2014,2014-09-09,592,135,0,13.5,1190,56.0,1024.3,11.1,75.0,63.0,0.0,68.1,10.0,7.1,18.1,0.0,,0.0,0.0,0.0
3,08,03,2017,2017-03-08,609,135,0,13.5,1139,36.7,1014.8,13.0,59.0,42.1,0.0,54.2,9.9,5.4,21.0,0.12,,0.0,0.0,0.0
4,29,12,2016,2016-12-29,542,135,0,13.5,984,29.4,1012.9,11.1,46.4,34.0,0.0,38.9,8.0,3.4,18.1,0.0,,0.0,0.0,0.0
1,17,06,2019,2019-06-17,552,135,0,13.5,1023,65.8,1012.7,8.9,80.1,64.9,0.0,72.9,9.8,2.4,14.0,0.0,,0.0,0.0,0.0
2,29,03,2022,2022-03-29,272,135,0,13.5,483,6.5,1019.2,15.0,37.9,23.0,0.0,29.1,10.0,10.4,29.9,0.0,,0.0,0.0,0.0
6,17,12,2022,2022-12-17,278,135,0,13.5,482,29.8,1005.7,11.1,44.1,37.0,0.0,40.2,9.8,7.2,20.0,0.59,,0.0,0.0,0.0
5,19,06,2020,2020-06-19,306,135,0,13.5,549,63.5,1019.6,,82.9,64.9,0.0,72.2,9.0,,,0.0,,0.0,0.0,0.0
3,11,09,2013,2013-09-11,576,135,0,13.5,1151,70.9,1018.2,7.0,96.1,68.0,0.0,84.4,6.3,3.9,,0.0,,0.0,0.0,0.0
6,04,04,2015,2015-04-04,507,135,0,13.5,999,35.8,1008.5,15.9,64.0,46.0,0.0,52.9,8.6,7.4,29.9,0.05,,0.0,0.0,0.0
4,21,03,2013,2013-03-21,508,135,0,13.5,1013,16.0,1007.2,8.9,43.0,30.9,0.0,35.7,9.8,4.8,,0.0,,0.0,0.0,1.0
4,24,01,2013,2013-01-24,554,135,0,13.5,1103,-1.7,1023.0,15.0,21.9,12.0,0.0,16.8,10.0,6.7,27.0,0.0,,0.0,0.0,0.0
2,19,03,2013,2013-03-19,559,135,0,13.5,1079,32.2,1010.2,19.0,43.0,30.2,0.0,36.0,6.5,8.8,28.9,0.81,,0.0,0.0,1.0
2,20,12,2022,2022-12-20,264,135,0,13.5,447,18.7,1027.9,8.9,39.0,30.9,0.0,34.4,10.0,5.5,17.1,0.0,,0.0,0.0,0.0
2,24,12,2013,2013-12-24,515,135,0,13.5,1033,23.9,1020.5,12.0,64.0,34.0,0.0,38.8,10.0,5.8,22.0,0.44,,0.0,0.0,0.0
1,08,09,2014,2014-09-08,598,135,0,13.5,1193,52.2,1024.6,12.0,81.0,64.9,0.0,70.1,10.0,6.1,17.1,0.0,,0.0,0.0,0.0
6,07,09,2019,2019-09-07,489,135,0,13.5,903,52.8,1008.9,11.1,75.0,55.9,0.0,64.2,9.8,5.2,21.0,0.34,,0.0,0.0,0.0
3,08,07,2020,2020-07-08,267,135,0,13.5,486,71.2,1016.1,5.1,82.9,72.0,0.0,77.7,9.4,2.0,,0.0,,0.0,0.0,0.0
2,12,03,2013,2013-03-12,547,135,0,13.5,1064,47.3,1015.2,14.0,57.0,48.0,0.0,50.3,6.9,6.6,28.9,0.08,,0.0,0.0,0.0
7,27,01,2013,2013-01-27,429,135,0,13.5,840,7.5,1030.3,9.9,34.0,19.0,0.0,24.5,10.0,5.6,15.9,0.0,2.0,0.0,0.0,0.0
2,13,08,2013,2013-08-13,552,135,0,13.5,1087,67.2,1010.3,7.0,82.0,68.0,0.0,73.2,6.0,1.7,,0.01,,0.0,0.0,0.0
1,28,01,2019,2019-01-28,565,135,0,13.5,1040,11.7,1017.4,,45.0,24.8,0.0,31.4,10.0,,,0.0,,0.0,0.0,0.0
5,14,03,2014,2014-03-14,585,135,0,13.5,1157,5.2,1019.6,13.0,46.0,18.0,0.0,30.5,10.0,6.1,26.0,0.0,,0.0,0.0,0.0
6,22,02,2014,2014-02-22,587,140,0,14.0,1148,25.8,1014.5,11.1,54.0,41.0,0.0,46.0,10.0,5.8,19.0,0.09,13.0,0.0,0.0,0.0
6,09,01,2016,2016-01-09,554,140,0,14.0,1125,35.7,1021.7,11.1,46.4,39.9,0.0,43.3,9.3,7.4,18.1,0.0,,0.0,0.0,0.0
3,26,12,2018,2018-12-26,514,140,0,14.0,956,21.4,1030.0,,43.0,32.0,0.0,36.8,10.0,,,0.0,,0.0,0.0,0.0
3,09,10,2013,2013-10-09,529,140,0,14.0,1063,42.3,1027.5,15.9,66.9,53.1,0.0,58.3,10.0,7.2,22.9,0.0,,0.0,0.0,0.0
1,03,12,2012,2012-12-03,621,140,0,14.0,1218,45.3,1021.4,15.0,60.1,39.2,0.0,53.5,7.0,3.9,,0.04,,0.0,0.0,0.0
2,08,07,2014,2014-07-08,594,140,0,14.0,1163,66.6,1008.3,7.0,91.0,71.1,0.0,81.4,8.1,4.1,20.0,0.43,,0.0,0.0,0.0
3,08,11,2017,2017-11-08,662,140,0,14.0,1223,36.2,1023.5,9.9,48.9,39.0,0.0,42.8,9.4,5.4,18.1,0.7,,0.0,0.0,0.0
6,15,10,2022,2022-10-15,274,140,0,14.0,476,45.2,1016.0,7.0,68.0,50.0,0.0,58.9,10.0,2.0,14.0,0.19,,0.0,0.0,0.0
2,24,11,2015,2015-11-24,733,140,0,14.0,1483,18.0,1026.1,7.0,46.0,32.0,0.0,38.2,10.0,3.8,,0.0,,0.0,0.0,0.0
4,23,02,2017,2017-02-23,581,140,0,14.0,1048,44.9,1011.4,8.0,64.9,42.1,0.0,53.0,8.5,2.2,,0.0,,0.0,0.0,0.0
2,01,09,2015,2015-09-01,626,140,0,14.0,1239,64.0,1016.4,7.0,91.0,75.9,0.0,82.0,8.5,2.6,,0.0,,0.0,0.0,0.0
7,25,02,2018,2018-02-25,448,140,0,14.0,813,39.8,1017.8,12.0,55.0,39.9,0.0,42.4,6.5,5.6,18.1,0.58,,0.0,0.0,0.0
1,25,02,2019,2019-02-25,700,140,0,14.0,1272,17.2,1004.8,,46.9,36.0,0.0,40.8,10.0,,,0.21,,0.0,0.0,0.0
4,09,06,2016,2016-06-09,686,140,0,14.0,1312,38.9,1009.3,14.0,71.1,52.0,0.0,61.7,9.7,8.0,26.0,0.45,,0.0,0.0,0.0
6,01,01,2022,2022-01-01,283,140,0,14.0,505,49.5,1009.6,7.0,55.9,48.0,0.0,52.3,6.5,1.9,,0.0,,0.0,0.0,0.0
4,30,03,2017,2017-03-30,639,140,0,14.0,1178,23.1,1022.8,14.0,60.1,37.9,0.0,44.3,10.0,6.3,20.0,0.0,,0.0,0.0,0.0
5,17,03,2017,2017-03-17,756,140,0,14.0,1389,12.6,1021.9,9.9,46.9,24.1,0.0,36.3,10.0,6.1,18.1,0.0,5.1,0.0,0.0,0.0
1,01,10,2018,2018-10-01,583,141,0,14.0,1084,61.5,1025.2,6.0,75.9,54.0,0.0,68.5,10.0,2.0,,0.0,,0.0,0.0,0.0
2,23,02,2016,2016-02-23,623,140,0,14.0,1201,26.6,1024.7,19.0,52.0,35.1,0.0,38.0,8.4,10.9,29.9,0.0,,0.0,0.0,0.0
1,21,10,2019,2019-10-21,559,145,0,14.5,1061,46.9,1017.5,11.1,66.9,48.9,0.0,56.4,9.6,4.7,15.9,0.54,,0.0,0.0,0.0
6,20,03,2021,2021-03-20,283,145,0,14.5,505,12.3,1032.6,7.0,59.0,30.9,0.0,43.6,10.0,3.0,,0.07,,0.0,0.0,0.0
6,09,12,2017,2017-12-09,538,145,0,14.5,991,21.9,1012.9,8.9,36.0,30.2,1.0,33.6,6.1,4.3,,0.0,,0.0,0.0,1.0
5,31,01,2020,2020-01-31,518,145,0,14.5,969,27.9,1026.3,5.1,44.1,25.0,0.0,37.9,10.0,2.7,,0.0,,0.0,0.0,0.0
3,30,12,2015,2015-12-30,501,145,0,14.5,987,37.2,1023.8,7.0,46.0,34.0,0.0,41.3,5.4,3.0,,0.15,,0.0,0.0,0.0
7,01,05,2022,2022-05-01,278,145,0,14.5,536,29.4,1019.3,7.0,69.1,44.1,0.0,57.6,10.0,2.1,17.1,0.0,,0.0,0.0,0.0
4,23,09,2021,2021-09-23,319,145,0,14.5,564,69.2,1014.1,7.0,79.0,70.0,1.0,75.8,9.3,4.2,,0.01,,0.0,0.0,0.0
5,04,12,2015,2015-12-04,680,145,0,14.5,1339,29.4,1027.4,8.9,55.0,42.1,0.0,46.4,,4.5,20.0,0.0,,0.0,0.0,0.0
4,20,02,2020,2020-02-20,448,145,0,14.5,862,10.9,1029.7,8.0,48.0,28.9,0.0,32.6,10.0,5.2,18.1,0.0,,0.0,0.0,0.0
2,02,02,2016,2016-02-02,711,145,0,14.5,1402,24.1,1023.0,7.0,59.0,37.9,0.0,44.5,10.0,3.4,,0.01,2.0,0.0,0.0,0.0
4,02,03,2017,2017-03-02,653,145,0,14.5,1202,28.1,1003.0,19.0,70.0,41.0,0.0,52.0,10.0,10.0,36.9,0.12,,0.0,0.0,0.0
7,25,11,2018,2018-11-25,483,145,0,14.5,915,42.4,1009.4,,55.0,30.9,0.0,49.1,7.3,,,1.78,,0.0,0.0,0.0
5,03,07,2015,2015-07-03,549,145,0,14.5,1108,54.4,1013.8,6.0,81.0,66.0,0.0,73.5,9.9,2.4,,0.0,,0.0,0.0,0.0
4,20,10,2022,2022-10-20,298,145,0,14.5,529,32.2,1014.3,8.9,57.0,42.1,0.0,50.5,10.0,5.0,15.9,0.0,,0.0,0.0,0.0
6,22,02,2020,2020-02-22,407,145,0,14.5,771,6.4,1024.7,8.0,50.0,19.9,0.0,37.4,10.0,5.7,17.1,0.0,,0.0,0.0,0.0
4,19,04,2018,2018-04-19,706,146,0,14.5,1301,33.7,1007.2,9.9,55.0,37.0,0.0,45.0,9.3,5.7,25.1,0.07,,0.0,0.0,0.0
4,11,10,2012,2012-10-11,657,145,0,14.5,1294,35.3,1018.9,20.0,62.6,46.9,0.0,53.4,10.0,5.5,28.9,0.02,,0.0,0.0,0.0
7,04,07,2021,2021-07-04,289,145,0,14.5,532,58.7,1011.7,6.0,79.0,59.0,0.0,67.5,9.6,2.4,,0.03,,0.0,0.0,0.0
6,11,08,2018,2018-08-11,568,145,0,14.5,1064,69.7,1013.2,8.0,86.0,70.0,1.0,74.6,6.2,1.3,15.9,0.96,,0.0,0.0,0.0
5,09,02,2018,2018-02-09,583,145,0,14.5,1085,14.7,1032.5,8.9,35.1,25.0,0.0,29.9,10.0,4.5,18.1,0.0,,0.0,0.0,0.0
4,19,07,2012,2012-07-19,522,145,0,14.5,1061,67.2,1013.2,15.0,75.9,68.0,0.0,73.3,7.5,3.4,18.1,1.76,,0.0,0.0,0.0
7,21,08,2022,2022-08-21,272,145,0,14.5,470,65.3,1019.7,7.0,90.0,72.0,0.0,76.7,10.0,1.9,,0.0,,0.0,0.0,0.0
7,09,09,2012,2012-09-09,464,145,0,14.5,917,57.3,1009.6,16.9,75.9,60.8,0.0,68.4,9.5,3.0,21.0,0.04,,0.0,0.0,0.0
2,16,06,2015,2015-06-16,593,145,0,14.5,1183,64.5,1013.1,9.9,82.9,64.0,0.0,69.9,6.2,3.0,15.0,0.16,,0.0,0.0,0.0
